10000
 
   1  3.630350E+01  2.664470E+01 -8.709663E-01  3.684857E+00  7.168378E+00
   1  2.620563E+01  3.606402E+01 -3.751855E+00  1.540940E+00  8.225456E+00
   1  3.932551E+01  8.037554E+00 -9.379637E-01  1.339948E-01  4.488653E-01
   1  1.074161E+00  1.736885E+01  9.379637E-01  4.622821E+00  1.112513E+01
   1  3.573769E+01  3.662003E+01  3.684857E+00  1.674935E+00  8.191791E+00
   1  3.385803E+01  9.230450E+00 -1.004961E+00 -1.540940E+00  1.692222E+00
   1  6.102128E+01  2.753133E+01 -1.138956E+00 -6.699741E-01  8.730429E-01
   1  4.676216E+00  3.633553E+01 -2.277912E+00 -4.689819E-01  2.704413E+00
   1  3.710328E+01  3.918400E+01  4.019844E+00  8.039689E-01  8.402758E+00
   1  2.575666E+01  2.424781E+01  2.612899E+00 -4.756816E+00  1.472727E+01
   1  4.686445E+01  3.422622E+01  4.019844E-01  1.741933E+00  1.597960E+00
   1  1.424383E+01  4.081907E+01 -5.091803E+00 -4.689819E-01  1.307320E+01
   1  5.458023E+01  1.407994E+01 -2.478904E+00 -1.071959E+00  3.647030E+00
   1  2.565625E+01  2.853749E+01  6.699741E-02 -3.952847E+00  7.814744E+00
   1  6.191530E+01  1.090819E+01 -2.277912E+00 -2.277912E+00  5.188883E+00
   1  3.084838E+00  2.607753E+01  1.473943E+00 -2.009922E+00  3.106148E+00
   1  2.759162E+01  9.413423E+00 -6.029767E-01  6.699741E-01  4.062231E-01
   1  1.642204E+01  3.885837E+01 -2.076920E+00 -2.545902E+00  5.397605E+00
   1  4.538356E+01  1.828126E+01  1.339948E+00 -3.349870E+00  6.508546E+00
   1  1.339646E+00  3.739957E+01 -2.545902E+00 -3.349870E-01  3.296915E+00
   1  4.667483E+01  1.500335E+01 -2.679896E+00  4.220837E+00  1.249865E+01
   1  2.124309E+01  1.343555E+01 -2.143917E+00 -3.014883E+00  6.842951E+00
   1  6.108921E+01  3.562157E+01 -2.813891E+00  2.947886E+00  8.304007E+00
   1  8.473791E-01  1.364326E+01 -3.483865E+00  1.808930E+00  7.704772E+00
   1  2.599274E+01  2.995089E+01  1.674935E+00 -3.349870E-01  1.458812E+00
   1  3.313862E+01  4.414366E+01 -1.674935E+00 -1.808930E+00  3.038818E+00
   1  5.129951E+01  7.661037E+00 -1.138956E+00 -2.478904E+00  3.721093E+00
   1  1.406414E+01  2.107866E+01  6.431751E+00 -1.339948E-01  2.069269E+01
   1  4.535277E+01  3.137829E+01  1.138956E+00 -3.349870E-01  7.047185E-01
   1  4.005348E+01  1.717161E+01 -4.019844E-01  2.009922E-01  1.009947E-01
   1  6.271233E+01  1.546737E+01  4.689819E-01  6.699741E-01  3.344046E-01
   1  1.221849E+01  3.275258E+01  1.004961E+00 -2.344909E+00  3.254273E+00
   1  4.599530E+01  5.852308E+00 -3.349870E-01 -1.071959E+00  6.306557E-01
   1  6.625545E+00  2.762552E+01  5.359793E-01  1.540940E+00  1.330886E+00
   1  4.506236E+01  2.731428E+01  2.880889E+00  2.009922E-01  4.169958E+00
   1  5.827722E+00  1.614333E+00 -1.808930E+00 -1.540940E+00  2.823363E+00
   1  5.194002E+01  2.353764E+01 -2.612899E+00  2.545902E+00  6.654428E+00
